7.924325983476998569e-01,7.540846626083754778e-01,3.296143086508061537e-01,3.046591694815463658e-01,7.099252647363712976e-01,5.355007306289578661e-01,2.925064604351900188e-01,9.975316310814118237e-02,1.309207741416783810e-01,5.778852250692804171e-01,-3.691441626013863830e-02,8.169537521731155827e-02,-1.316190352714832756e-01,1.075584587966334077e-01,3.036810674674419452e-01,8.209554897172905985e-01,3.725768945817905520e-01,7.386725709672178342e-01,-4.548500666307877388e-02,5.875610083637941017e-01
8.099075515634734934e-01,3.597292928669104661e-02,5.410911119659473911e-01,5.456109410748125610e-01,9.425873026165318969e-01,1.327277265816768081e-01,4.931184900124183090e-01,7.818256033521157056e-01,8.495667922182781329e-01,8.759188325233305816e-01,7.205649864228884649e-01,3.152235822050521996e-01,8.616488347803051839e-01,6.884089577677912075e-01,7.179899361456307805e-01,6.456175217657579291e-01,4.528660495664191821e-01,5.997204114515650719e-01,9.171489015020697910e-02,2.356374342605960237e-01
5.611410334296965813e-02,3.132025736792071746e-01,2.231341639200076776e-01,2.371973385404075318e-01,9.768069735315603186e-01,2.697660918636811123e-01,4.515615561622120522e-01,6.984472091264850580e-01,4.331816647402533804e-01,9.296004137310179827e-01,4.733946806373588445e-01,6.540814967498730370e-01,8.000593363548504922e-01,6.395894886470196994e-01,8.078837649570926871e-01,6.351290818082020451e-01,7.798453732907187907e-01,6.402600743815586304e-01,6.866844757435935920e-01,7.030674441036777189e-01
2.382489922767219714e-01,5.277192118256611719e-01,1.758008757720062321e-01,2.705027274641768620e-01,5.709494859286312618e-01,2.561103729382258609e-01,7.374167869980109424e-01,2.711584112141858793e-01,7.521072819325373970e-01,3.755625219876276288e-01,2.121891190624983214e-01,1.715219751033615347e-01,7.771035741634521044e-01,4.498878994376228069e-01,4.406411864401315048e-01,7.550972777150426474e-01,4.314215894319802236e-01,9.069928735340737624e-01,9.455583562692794208e-01,7.151881483933403283e-01
2.519965028441272792e-01,2.675038779095724184e-01,4.033772805638078940e-01,7.430228303662993472e-01,8.503500081121319054e-01,7.985542395551066264e-01,2.581484167211601233e-01,7.823616783702529442e-01,6.055226563833572273e-01,5.649480701442904929e-01,7.555540144388209756e-01,6.747783568789933462e-01,2.913033691673663772e-01,1.272407562879242227e-01,4.538929558506929474e-01,4.897209019993203349e-01,4.162604326535246924e-01,-6.202311162640693903e-02,8.070185389542804399e-01,1.868178851922101258e-01
9.173456015223273585e-01,2.689481306896410184e-01,3.415210229020948507e-01,2.182196856087710024e-01,4.949703524189929538e-01,2.656611551162209595e-01,3.346834751139357023e-01,6.940816042270198105e-01,1.138029148640389704e-02,7.288612891633781121e-01,1.249809981582524349e-01,3.494370146951263911e-01,3.696620120313447999e-01,5.850903601378505403e-01,3.328021972199174394e-01,9.171036574487893001e-01,4.914261129476473200e-01,7.124834635537231620e-01,9.526601972898369741e-01,2.909660804092322750e-01
8.331857700972782332e-01,8.042689092248290761e-01,2.008086148330309739e-01,5.745343508265619015e-01,2.580247571239753790e-01,6.653199277133990952e-01,4.932662624153002495e-01,5.477280003645319528e-01,8.347718972826905226e-01,1.610558980331569523e-01,5.799387299286656861e-01,9.469336572672665264e-01,2.449478889012334792e-01,5.963021233944354460e-01,4.914852186742853513e-01,2.916640309336603898e-01,7.087379408855888352e-01,9.030330168317511896e-01,6.252192204818719512e-01,8.516540346654408733e-01
8.707914606263230661e-01,7.215910693398860376e-01,3.899531194354238783e-01,5.220924967461330057e-01,5.296209008298058407e-01,7.112618824342081814e-01,3.649697613686660458e-01,6.652228333411188688e-01,7.261512861353179860e-01,5.309894777137843525e-01,1.824816327457005061e-01,4.631142703787279880e-01,1.691872713756063240e-01,8.001902330514194528e-01,1.456822588926530160e-01,8.330928672974373395e-02,-1.864899470539822801e-02,8.222650089152186981e-01,6.300896387483235772e-01,7.577378309461432204e-01
8.934625977715704437e-01,4.598024118997361964e-01,1.802501915687230172e-01,7.896469438034826593e-01,5.434010709553590557e-01,1.977431065391568182e-02,3.950671641757688701e-01,4.647435366651661015e-01,3.443176765044845267e-01,7.125995673808339648e-01,8.486010038748625917e-01,3.445761369200142643e-02,2.007221240518005517e-02,8.368010900486108072e-01,3.890059060688750292e-01,3.645458918136883497e-01,7.225044504834190473e-01,9.557615518686822798e-01,3.957397303661377985e-01,4.273465940132770702e-01
4.773273812315562137e-01,8.633112864781745666e-01,1.846724138206820576e-01,9.223767191536839105e-01,-2.840751049586900251e-02,4.849081337146028403e-01,7.755523151884278210e-01,5.862821513288842823e-01,5.922653708280352092e-01,4.421555260590767644e-01,2.825071616486073411e-01,8.165114925587574346e-01,7.059103016557034538e-01,3.791128628745060736e-01,6.348406868391698321e-01,1.752423699465903983e-01,7.326083812851218180e-02,6.119420208299066744e-01,2.152841768143829992e-01,5.921415088230711499e-01
